datetime,total_demand,temp,dew,humidity,precip,windspeed,solarradiation,hour
2023-07-01 00:00:00,196,23.1,20.7,86.07,0.0,8.7,0,0
2023-07-01 01:00:00,158,22.6,20.0,85.51,0.0,8.9,0,1
2023-07-01 02:00:00,117,22.6,19.5,82.49,0.0,7.3,0,2
2023-07-01 03:00:00,74,22.0,19.4,85.43,0.0,7.3,0,3
2023-07-01 04:00:00,23,22.0,19.4,85.39,0.0,7.4,0,4
2023-07-01 05:00:00,25,22.0,19.4,85.43,0.0,5.4,0,5
2023-07-01 06:00:00,96,22.0,19.4,85.39,0.0,8.3,7,6
2023-07-01 07:00:00,200,22.6,19.5,82.45,0.0,10.5,20,7
2023-07-01 08:00:00,374,23.2,19.5,80.02,0.0,7.3,126,8
2023-07-01 09:00:00,620,24.2,20.1,77.46,0.0,14.2,183,9
2023-07-01 10:00:00,833,25.5,20.6,74.57,0.0,11.0,212,10
2023-07-01 11:00:00,901,27.0,21.7,72.64,0.0,12.7,273,11
2023-07-01 12:00:00,1011,28.2,22.1,69.58,0.0,8.4,408,12
2023-07-01 13:00:00,1017,28.8,22.2,67.61,0.0,7.4,289,13
2023-07-01 14:00:00,1015,29.2,22.2,66.14,0.0,9.6,397,14
2023-07-01 15:00:00,1010,30.5,22.9,63.93,0.0,13.3,396,15
2023-07-01 16:00:00,834,29.3,23.3,70.27,0.0,13.4,235,16
2023-07-01 17:00:00,833,30.4,23.6,67.21,0.0,20.2,396,17
2023-07-01 18:00:00,515,28.1,21.2,66.41,0.0,17.8,100,18
2023-07-01 19:00:00,238,23.9,22.0,89.07,5.43,7.0,17,19
2023-07-01 20:00:00,347,24.2,22.8,91.86,0.807,8.8,17,20
2023-07-01 21:00:00,384,23.7,22.2,91.15,0.0,14.0,12,21
2023-07-01 22:00:00,336,23.7,21.7,88.79,0.0,8.7,0,22
2023-07-01 23:00:00,201,24.1,21.7,86.61,0.054,14.8,0,23
2023-07-02 00:00:00,165,23.6,22.2,91.37,0.446,7.3,0,0
2023-07-02 01:00:00,177,23.6,22.2,91.41,0.0,10.6,0,1
2023-07-02 02:00:00,105,23.7,22.2,91.29,0.0,14.3,0,2
2023-07-02 03:00:00,44,23.7,22.2,91.41,0.0,11.1,0,3
2023-07-02 04:00:00,15,23.2,22.2,93.91,0.0,12.3,0,4
2023-07-02 05:00:00,27,23.2,21.7,91.41,0.0,14.0,0,5
2023-07-02 06:00:00,68,23.2,21.7,91.4,0.0,9.0,6,6
2023-07-02 07:00:00,143,23.2,21.7,91.41,0.0,10.5,26,7
2023-07-02 08:00:00,322,23.7,22.2,91.44,0.0,9.3,67,8
2023-07-02 09:00:00,577,24.3,22.3,88.87,0.0,12.4,142,9
2023-07-02 10:00:00,782,25.6,22.8,84.36,0.0,10.2,187,10
2023-07-02 11:00:00,882,26.8,22.8,79.04,0.0,9.3,298,11
2023-07-02 12:00:00,1052,27.9,22.8,73.76,0.0,14.2,487,12
2023-07-02 13:00:00,998,29.3,23.8,72.13,0.0,19.3,473,13
2023-07-02 14:00:00,1030,30.0,24.2,71.22,0.0,15.8,443,14
2023-07-02 15:00:00,943,30.0,24.2,71.46,0.0,12.3,299,15
2023-07-02 16:00:00,819,30.6,24.3,68.9,0.0,14.4,361,16
2023-07-02 17:00:00,688,30.1,24.2,70.73,0.0,19.8,193,17
2023-07-02 18:00:00,715,31.7,24.2,64.7,0.0,20.2,294,18
2023-07-02 19:00:00,612,31.6,23.7,63.0,0.0,13.2,116,19
2023-07-02 20:00:00,616,32.0,22.3,56.4,0.0,19.9,27,20
2023-07-02 21:00:00,454,29.3,23.3,70.26,0.0,12.8,13,21
2023-07-02 22:00:00,320,28.7,24.2,76.68,0.0,12.5,1,22
2023-07-02 23:00:00,215,28.1,24.3,79.75,0.0,12.6,1,23
2023-07-03 00:00:00,115,28.2,23.8,77.08,0.0,17.4,0,0
2023-07-03 01:00:00,46,27.7,23.3,76.8,0.0,12.5,0,1
2023-07-03 02:00:00,22,27.7,22.2,72.33,0.0,5.6,0,2
2023-07-03 03:00:00,10,27.1,22.2,74.62,0.0,9.4,0,3
2023-07-03 04:00:00,12,26.9,21.7,73.19,0.0,9.2,0,4
2023-07-03 05:00:00,54,25.4,21.7,80.11,0.0,7.5,0,5
2023-07-03 06:00:00,188,25.3,22.1,82.52,0.0,4.8,8,6
2023-07-03 07:00:00,342,25.9,22.1,79.55,0.0,5.4,35,7
2023-07-03 08:00:00,548,26.5,21.6,74.52,0.0,7.5,77,8
2023-07-03 09:00:00,558,26.6,21.6,74.16,0.0,11.0,132,9
2023-07-03 10:00:00,684,27.7,21.1,67.58,0.0,0.8,170,10
2023-07-03 11:00:00,757,29.3,22.1,65.25,0.0,7.6,241,11
2023-07-03 12:00:00,795,29.9,22.0,62.63,0.0,7.2,495,12
2023-07-03 13:00:00,835,32.1,20.9,51.86,0.0,7.8,885,13
2023-07-03 14:00:00,946,31.7,21.5,54.89,0.0,15.4,856,14
2023-07-03 15:00:00,937,32.2,20.5,50.14,0.0,19.9,433,15
2023-07-03 16:00:00,917,31.8,20.0,49.64,0.0,13.4,462,16
2023-07-03 17:00:00,983,29.5,21.6,62.55,0.0,24.9,391,17
2023-07-03 18:00:00,912,27.0,23.4,80.72,0.252,13.5,406,18
2023-07-03 19:00:00,840,27.0,23.0,78.55,0.036,0.9,92,19
2023-07-03 20:00:00,712,26.4,22.4,78.57,0.0,9.0,30,20
2023-07-03 21:00:00,650,25.9,22.4,80.89,0.0,12.5,9,21
2023-07-03 22:00:00,424,26.4,22.9,81.26,0.0,10.8,0,22
2023-07-03 23:00:00,84,26.5,23.3,82.57,0.0,16.8,0,23
2023-07-04 00:00:00,89,22.8,21.1,90.08,15.07,11.8,0,0
2023-07-04 01:00:00,70,23.8,21.4,86.61,3.825,12.9,0,1
2023-07-04 02:00:00,61,23.7,21.8,88.96,1.332,10.3,0,2
2023-07-04 03:00:00,23,23.2,21.7,91.38,0.0,8.9,0,3
2023-07-04 04:00:00,11,23.2,21.7,91.34,0.0,0.5,0,4
2023-07-04 05:00:00,25,23.2,21.7,91.2,0.0,5.3,0,5
2023-07-04 06:00:00,75,22.7,21.6,93.9,0.0,0.5,5,6
2023-07-04 07:00:00,220,23.6,22.1,91.37,0.0,9.0,50,7
2023-07-04 08:00:00,397,24.3,22.2,88.27,0.0,7.3,180,8
2023-07-04 09:00:00,700,26.1,22.8,82.13,0.0,10.5,126,9
2023-07-04 10:00:00,1037,28.3,22.7,71.63,0.0,7.7,92,10
2023-07-04 11:00:00,1115,29.8,21.1,59.39,0.0,13.1,205,11
2023-07-04 12:00:00,1136,30.9,21.1,55.78,0.0,21.6,684,12
2023-07-04 13:00:00,1150,31.5,21.0,53.85,0.0,13.4,750,13
2023-07-04 14:00:00,1256,31.5,20.6,52.35,0.0,8.3,961,14
2023-07-04 15:00:00,1180,32.7,20.0,47.15,0.0,12.4,832,15
2023-07-04 16:00:00,1064,32.6,20.5,49.1,0.0,12.8,634,16
2023-07-04 17:00:00,1168,32.0,21.0,52.24,0.0,18.1,230,17
2023-07-04 18:00:00,1289,31.0,18.5,47.29,0.0,14.7,352,18
2023-07-04 19:00:00,1245,31.1,19.9,51.44,0.0,15.6,109,19
2023-07-04 20:00:00,1275,29.9,20.6,57.32,0.0,14.0,42,20
2023-07-04 21:00:00,1430,28.5,20.2,60.67,0.0,9.9,4,21
2023-07-04 22:00:00,1209,28.8,20.3,60.03,0.0,0.7,0,22
2023-07-04 23:00:00,430,28.8,20.3,60.04,0.0,4.8,0,23
2023-07-05 00:00:00,153,26.9,20.7,69.07,0.0,8.9,0,0
2023-07-05 01:00:00,51,26.3,21.2,73.22,0.0,10.6,0,1
2023-07-05 02:00:00,57,26.4,20.8,71.34,0.0,10.8,0,2
2023-07-05 03:00:00,9,25.8,20.8,74.15,0.0,8.3,0,3
2023-07-05 04:00:00,16,25.3,20.8,76.19,0.0,8.9,0,4
2023-07-05 05:00:00,53,24.2,21.1,82.94,0.0,7.3,0,5
2023-07-05 06:00:00,211,24.1,20.7,81.34,0.0,11.6,11,6
2023-07-05 07:00:00,495,24.9,21.1,79.53,0.0,0.1,97,7
2023-07-05 08:00:00,959,26.6,21.1,71.89,0.0,7.5,81,8
2023-07-05 09:00:00,692,28.3,21.1,65.0,0.0,10.8,84,9
2023-07-05 10:00:00,479,29.8,21.6,61.5,0.0,5.2,140,10
2023-07-05 11:00:00,587,31.5,22.6,59.56,0.0,10.5,264,11
2023-07-05 12:00:00,630,31.6,21.7,55.97,0.0,0.7,917,12
2023-07-05 13:00:00,595,33.0,21.2,50.01,0.0,5.5,221,13
2023-07-05 14:00:00,547,32.6,22.1,54.09,0.0,12.1,322,14
2023-07-05 15:00:00,405,33.2,22.0,51.98,0.0,14.0,49,15
2023-07-05 16:00:00,629,28.0,20.8,64.9,0.0,24.4,98,16
2023-07-05 17:00:00,1337,27.0,22.5,76.73,0.0,3.5,235,17
2023-07-05 18:00:00,1319,28.8,22.1,67.45,0.0,0.0,386,18
2023-07-05 19:00:00,971,29.8,22.2,63.73,0.0,0.4,137,19
2023-07-05 20:00:00,722,29.8,21.8,62.16,0.0,8.9,13,20
2023-07-05 21:00:00,553,28.5,21.8,66.87,0.0,7.3,0,21
2023-07-05 22:00:00,375,27.6,22.2,72.62,0.0,6.7,0,22
2023-07-05 23:00:00,149,27.4,22.3,73.73,0.0,6.7,0,23
2023-07-06 00:00:00,89,26.8,22.8,78.96,0.0,0.0,0,0
2023-07-06 01:00:00,46,26.4,22.2,77.6,0.0,0.0,0,1
2023-07-06 02:00:00,20,25.9,22.8,83.11,0.0,0.0,0,2
2023-07-06 03:00:00,5,25.3,22.8,86.03,0.0,4.8,0,3
2023-07-06 04:00:00,15,25.3,22.8,86.01,0.0,4.8,0,4
2023-07-06 05:00:00,91,25.2,22.7,86.0,0.0,0.0,0,5
2023-07-06 06:00:00,267,24.1,22.7,92.13,0.0,6.7,7,6
2023-07-06 07:00:00,606,25.3,22.8,86.03,0.0,6.7,98,7
2023-07-06 08:00:00,1082,26.6,23.4,82.81,0.0,7.1,268,8
2023-07-06 09:00:00,712,28.3,23.3,74.58,0.0,4.8,86,9
2023-07-06 10:00:00,500,30.9,22.9,62.18,0.0,0.5,132,10
2023-07-06 11:00:00,520,30.5,22.8,63.48,0.0,11.1,227,11
2023-07-06 12:00:00,561,30.5,22.8,63.25,0.0,12.0,342,12
2023-07-06 13:00:00,456,32.0,21.7,54.6,0.0,7.7,114,13
2023-07-06 14:00:00,419,27.1,21.1,69.86,3.514,21.8,337,14
2023-07-06 15:00:00,524,24.5,22.0,85.99,0.0,0.6,992,15
2023-07-06 16:00:00,872,24.7,22.1,85.65,0.278,5.5,339,16
2023-07-06 17:00:00,1492,29.9,22.1,63.08,0.0,5.5,182,17
2023-07-06 18:00:00,1299,30.6,21.2,57.53,0.0,12.4,368,18
2023-07-06 19:00:00,1136,29.9,20.3,56.13,0.0,6.7,90,19
2023-07-06 20:00:00,867,29.2,22.2,66.04,0.0,10.5,21,20
2023-07-06 21:00:00,595,28.1,23.3,75.37,0.0,9.9,0,21
2023-07-06 22:00:00,387,27.9,22.9,74.29,0.0,7.4,0,22
2023-07-06 23:00:00,214,26.8,22.9,79.03,0.0,9.9,0,23
2023-07-07 00:00:00,117,25.8,22.3,80.85,0.0,6.7,0,0
2023-07-07 01:00:00,68,25.8,22.3,80.9,0.0,4.8,0,1
2023-07-07 02:00:00,17,25.2,22.1,83.0,0.0,8.3,0,2
2023-07-07 03:00:00,15,25.3,22.8,86.02,0.0,0.0,0,3
2023-07-07 04:00:00,14,24.6,22.1,85.99,0.0,4.8,0,4
2023-07-07 05:00:00,74,24.5,22.6,89.03,0.0,6.7,0,5
2023-07-07 06:00:00,271,24.0,22.1,89.01,0.0,4.8,8,6
2023-07-07 07:00:00,496,25.3,22.8,86.0,0.0,0.0,96,7
2023-07-07 08:00:00,830,27.0,22.9,77.99,0.0,4.8,245,8
2023-07-07 09:00:00,675,28.3,23.2,74.15,0.0,6.7,95,9
2023-07-07 10:00:00,556,29.9,22.8,65.77,0.0,5.2,155,10
2023-07-07 11:00:00,515,30.6,23.2,64.94,0.0,9.2,129,11
2023-07-07 12:00:00,475,29.5,22.7,66.89,0.0,7.9,818,12
2023-07-07 13:00:00,433,25.7,22.2,81.26,2.496,13.0,719,13
2023-07-07 14:00:00,580,25.2,22.2,83.93,14.898,13.4,932,14
2023-07-07 15:00:00,726,27.0,24.2,84.61,0.385,12.8,183,15
2023-07-07 16:00:00,971,27.1,22.8,77.53,0.0,17.2,564,16
2023-07-07 17:00:00,1322,28.2,22.1,69.56,0.0,6.7,228,17
2023-07-07 18:00:00,1326,28.8,22.1,67.22,0.0,8.7,72,18
2023-07-07 19:00:00,991,28.3,22.9,72.54,0.0,0.4,46,19
2023-07-07 20:00:00,726,28.1,22.9,73.33,0.0,7.1,14,20
2023-07-07 21:00:00,633,27.5,22.9,76.07,0.0,8.3,0,21
2023-07-07 22:00:00,477,27.6,22.3,73.14,0.0,7.5,0,22
2023-07-07 23:00:00,352,26.9,22.4,76.44,0.0,7.3,0,23
2023-07-08 00:00:00,246,26.4,23.4,83.5,0.0,5.4,0,0
2023-07-08 01:00:00,159,25.9,22.9,83.59,0.0,6.7,0,1
2023-07-08 02:00:00,101,25.8,22.9,83.77,0.0,5.2,0,2
2023-07-08 03:00:00,44,25.3,22.8,85.91,0.0,6.7,0,3
2023-07-08 04:00:00,16,24.8,22.3,85.83,0.0,5.5,0,4
2023-07-08 05:00:00,35,25.4,22.3,83.07,0.0,6.7,0,5
2023-07-08 06:00:00,115,24.2,22.3,89.03,0.0,11.9,11,6
2023-07-08 07:00:00,228,24.9,22.9,88.92,0.0,11.2,41,7
2023-07-08 08:00:00,418,26.0,22.9,83.24,0.0,14.2,263,8
2023-07-08 09:00:00,759,27.7,22.8,74.8,0.0,12.6,98,9
2023-07-08 10:00:00,866,28.7,23.2,72.17,0.0,9.2,166,10
2023-07-08 11:00:00,1133,29.9,23.3,67.59,0.0,7.1,347,11
2023-07-08 12:00:00,1086,30.0,22.8,65.51,0.0,0.4,710,12
2023-07-08 13:00:00,1127,30.6,22.8,63.13,0.0,4.8,675,13
2023-07-08 14:00:00,1096,31.0,21.7,57.76,0.0,7.3,338,14
2023-07-08 15:00:00,1088,31.9,22.2,56.73,0.0,5.9,253,15
2023-07-08 16:00:00,1013,32.6,22.1,54.02,0.0,5.9,846,16
2023-07-08 17:00:00,830,26.0,23.0,83.36,4.559,31.2,194,17
2023-07-08 18:00:00,732,25.6,22.3,82.17,6.433,9.5,221,18
2023-07-08 19:00:00,828,26.1,22.0,78.3,0.0,8.9,123,19
2023-07-08 20:00:00,774,26.6,22.7,79.05,0.0,5.0,16,20
2023-07-08 21:00:00,615,25.9,22.7,82.6,0.0,8.9,0,21
2023-07-08 22:00:00,515,25.4,22.2,82.34,0.0,10.5,0,22
2023-07-08 23:00:00,405,24.8,22.2,85.68,0.0,7.3,0,23
2023-07-09 00:00:00,329,24.7,22.8,89.06,0.0,10.3,0,0
2023-07-09 01:00:00,211,24.7,22.8,89.01,0.0,12.2,0,1
2023-07-09 02:00:00,161,24.7,22.8,89.06,0.0,10.5,0,2
2023-07-09 03:00:00,69,24.1,22.2,89.02,0.0,8.7,0,3
2023-07-09 04:00:00,19,24.1,22.1,88.77,0.0,8.9,0,4
2023-07-09 05:00:00,30,23.6,22.1,91.3,0.0,10.1,0,5
2023-07-09 06:00:00,103,23.7,22.2,91.49,0.0,9.2,0,6
2023-07-09 07:00:00,192,24.1,22.8,92.13,0.0,8.9,81,7
2023-07-09 08:00:00,351,24.3,22.9,92.04,0.0,7.1,102,8
2023-07-09 09:00:00,617,26.0,23.3,85.03,0.0,9.3,138,9
2023-07-09 10:00:00,827,26.7,22.7,78.84,0.0,7.7,218,10
2023-07-09 11:00:00,930,27.7,22.7,74.28,0.0,11.0,234,11
2023-07-09 12:00:00,1009,28.3,22.7,71.61,0.0,11.4,523,12
2023-07-09 13:00:00,1018,28.3,22.7,71.5,0.0,12.8,498,13
2023-07-09 14:00:00,1022,28.8,22.7,69.5,0.0,16.2,399,14
2023-07-09 15:00:00,685,29.3,21.7,63.4,0.0,12.9,68,15
2023-07-09 16:00:00,556,24.0,19.9,78.32,2.396,15.0,81,16
2023-07-09 17:00:00,782,23.8,21.2,85.41,0.819,14.8,113,17
2023-07-09 18:00:00,811,24.8,21.1,79.77,0.0,14.4,131,18
2023-07-09 19:00:00,726,25.9,20.6,72.55,0.0,16.0,66,19
2023-07-09 20:00:00,592,24.8,19.9,74.22,0.0,22.7,12,20
2023-07-09 21:00:00,415,23.7,19.4,76.88,0.0,16.9,0,21
2023-07-09 22:00:00,273,23.6,19.4,77.36,0.0,13.8,0,22
2023-07-09 23:00:00,142,23.0,18.9,77.75,0.0,8.7,0,23
2023-07-10 00:00:00,68,22.6,18.9,79.77,0.0,7.1,0,0
2023-07-10 01:00:00,31,22.6,18.9,79.71,0.0,10.5,0,1
2023-07-10 02:00:00,22,22.0,19.3,84.61,0.0,14.1,0,2
2023-07-10 03:00:00,17,21.6,18.8,84.48,0.0,15.4,0,3
2023-07-10 04:00:00,17,21.5,18.9,84.9,0.0,7.1,0,4
2023-07-10 05:00:00,70,22.0,18.9,82.53,0.0,10.5,0,5
2023-07-10 06:00:00,268,22.0,18.4,80.3,0.0,7.0,5,6
2023-07-10 07:00:00,594,22.6,18.9,79.56,0.0,0.3,21,7
2023-07-10 08:00:00,964,23.2,18.8,76.69,0.0,7.8,60,8
2023-07-10 09:00:00,595,23.2,18.8,76.08,0.0,17.6,191,9
2023-07-10 10:00:00,471,24.2,19.2,73.66,0.0,16.5,247,10
2023-07-10 11:00:00,511,26.0,19.2,66.12,0.0,20.4,262,11
2023-07-10 12:00:00,592,27.7,19.8,61.9,0.0,14.6,741,12
2023-07-10 13:00:00,543,28.3,19.1,57.72,0.0,13.4,944,13
2023-07-10 14:00:00,599,29.8,19.2,52.95,0.0,17.6,923,14
2023-07-10 15:00:00,709,30.4,18.2,47.98,0.0,14.6,468,15
2023-07-10 16:00:00,881,31.4,18.6,46.58,0.0,8.2,562,16
2023-07-10 17:00:00,1416,30.6,17.1,44.33,0.0,11.4,259,17
2023-07-10 18:00:00,1418,29.4,16.6,45.96,0.0,16.7,387,18
2023-07-10 19:00:00,1126,29.9,16.0,43.14,0.0,14.4,102,19
2023-07-10 20:00:00,880,29.3,16.0,44.81,0.0,9.3,18,20
2023-07-10 21:00:00,569,28.1,16.2,48.54,0.0,12.1,0,21
2023-07-10 22:00:00,335,27.2,16.3,51.2,0.0,10.3,0,22
2023-07-10 23:00:00,175,26.1,16.3,54.87,0.0,6.7,0,23
2023-07-11 00:00:00,85,24.5,16.8,62.32,0.0,4.8,0,0
2023-07-11 01:00:00,28,25.0,16.8,60.36,0.0,0.0,0,1
2023-07-11 02:00:00,23,24.1,15.8,59.95,0.0,5.6,0,2
2023-07-11 03:00:00,10,23.6,15.7,61.38,0.0,0.5,0,3
2023-07-11 04:00:00,17,21.9,16.2,69.85,0.0,9.0,0,4
2023-07-11 05:00:00,77,22.0,16.1,69.39,0.0,13.8,0,5
2023-07-11 06:00:00,288,21.5,16.1,71.37,0.0,12.2,5,6
2023-07-11 07:00:00,741,22.5,16.2,67.46,0.0,11.9,98,7
2023-07-11 08:00:00,1249,24.3,16.7,62.76,0.0,14.2,260,8
2023-07-11 09:00:00,731,26.1,17.7,60.14,0.0,11.9,61,9
2023-07-11 10:00:00,409,27.7,17.1,52.37,0.0,5.6,73,10
2023-07-11 11:00:00,499,29.3,17.0,47.76,0.0,8.0,223,11
2023-07-11 12:00:00,560,29.9,14.3,38.64,0.0,5.6,914,12
2023-07-11 13:00:00,528,30.5,14.3,37.41,0.0,7.1,937,13
2023-07-11 14:00:00,522,31.1,13.8,34.84,0.0,1.1,951,14
2023-07-11 15:00:00,640,30.7,14.3,36.81,0.0,11.6,862,15
2023-07-11 16:00:00,949,32.0,13.9,33.45,0.0,10.9,739,16
2023-07-11 17:00:00,1674,31.2,13.5,34.02,0.0,14.6,195,17
2023-07-11 18:00:00,1567,31.5,14.0,34.36,0.0,16.0,389,18
2023-07-11 19:00:00,1167,31.0,13.9,35.34,0.0,12.8,60,19
2023-07-11 20:00:00,995,29.8,13.6,37.19,0.0,14.3,21,20
2023-07-11 21:00:00,667,28.5,14.2,41.71,0.0,10.9,0,21
2023-07-11 22:00:00,419,27.3,16.3,50.79,0.0,9.2,0,22
2023-07-11 23:00:00,203,26.3,16.8,55.9,0.0,7.5,0,23
2023-07-12 00:00:00,74,25.3,16.8,59.34,0.0,7.4,0,0
2023-07-12 01:00:00,35,24.5,17.2,63.83,0.0,10.5,0,1
2023-07-12 02:00:00,18,24.0,17.3,66.19,0.0,12.1,0,2
2023-07-12 03:00:00,5,23.5,17.3,68.1,0.0,10.6,0,3
2023-07-12 04:00:00,16,22.5,17.2,72.22,0.0,8.3,0,4
2023-07-12 05:00:00,78,22.5,17.3,72.23,0.0,4.8,0,5
2023-07-12 06:00:00,306,22.4,17.8,75.66,0.0,5.2,6,6
2023-07-12 07:00:00,705,23.0,17.9,73.07,0.0,0.0,76,7
2023-07-12 08:00:00,1214,25.4,19.9,71.44,0.0,0.0,221,8
2023-07-12 09:00:00,675,28.2,18.8,56.7,0.0,5.4,89,9
2023-07-12 10:00:00,452,29.3,18.7,52.96,0.0,12.5,96,10
2023-07-12 11:00:00,453,31.1,18.6,47.64,0.0,5.7,309,11
2023-07-12 12:00:00,494,31.2,17.1,42.89,0.0,15.3,752,12
2023-07-12 13:00:00,549,32.1,16.5,39.38,0.0,10.1,900,13
2023-07-12 14:00:00,519,32.1,17.7,42.34,0.0,14.3,889,14
2023-07-12 15:00:00,634,31.7,17.0,41.38,0.0,17.9,871,15
2023-07-12 16:00:00,943,32.7,17.6,40.5,0.0,14.6,723,16
2023-07-12 17:00:00,1572,31.7,16.2,39.29,0.0,6.4,140,17
2023-07-12 18:00:00,1548,32.1,16.7,39.63,0.0,14.6,283,18
2023-07-12 19:00:00,1132,31.1,16.7,42.07,0.0,19.6,101,19
2023-07-12 20:00:00,901,30.5,17.9,47.13,0.0,11.3,18,20
2023-07-12 21:00:00,680,29.0,19.2,55.49,0.0,14.2,0,21
2023-07-12 22:00:00,456,27.4,19.9,63.56,0.0,14.0,0,22
2023-07-12 23:00:00,212,26.3,19.3,65.39,0.0,10.6,0,23
2023-07-13 00:00:00,88,25.7,19.9,70.39,0.0,10.8,0,0
2023-07-13 01:00:00,30,25.7,19.3,67.96,0.0,8.9,0,1
2023-07-13 02:00:00,24,25.2,19.3,70.06,0.0,10.6,0,2
2023-07-13 03:00:00,9,25.2,19.4,70.44,0.0,10.6,0,3
2023-07-13 04:00:00,15,24.6,20.6,78.46,0.0,9.2,0,4
2023-07-13 05:00:00,86,24.0,19.4,75.27,0.0,9.0,0,5
2023-07-13 06:00:00,317,23.9,20.5,81.32,0.0,10.5,5,6
2023-07-13 07:00:00,616,24.6,20.6,78.57,0.0,17.0,74,7
2023-07-13 08:00:00,1175,25.6,20.6,74.14,0.0,14.6,70,8
2023-07-13 09:00:00,740,27.8,21.0,66.83,0.0,16.4,81,9
2023-07-13 10:00:00,484,28.3,22.6,71.29,0.0,16.3,88,10
2023-07-13 11:00:00,494,30.0,22.0,62.41,0.0,17.9,742,11
2023-07-13 12:00:00,612,31.0,20.9,54.85,0.0,22.9,858,12
2023-07-13 13:00:00,517,32.8,20.0,46.89,0.0,23.7,1027,13
2023-07-13 14:00:00,547,33.7,18.5,40.6,0.0,23.3,932,14
2023-07-13 15:00:00,630,32.8,19.4,45.06,0.0,20.0,657,15
2023-07-13 16:00:00,788,33.8,20.9,46.88,0.0,16.2,699,16
2023-07-13 17:00:00,1438,33.3,21.6,50.2,0.0,25.1,143,17
2023-07-13 18:00:00,1381,33.2,20.0,45.9,0.0,28.1,93,18
2023-07-13 19:00:00,1096,32.7,21.1,50.7,0.0,20.0,69,19
2023-07-13 20:00:00,820,31.5,21.7,55.96,0.0,23.3,18,20
2023-07-13 21:00:00,621,31.0,21.7,57.74,0.0,17.6,0,21
2023-07-13 22:00:00,452,30.5,21.7,59.48,0.0,24.8,0,22
2023-07-13 23:00:00,266,29.8,21.2,59.8,0.0,27.0,0,23
2023-07-14 00:00:00,122,28.3,20.6,63.23,0.0,23.5,0,0
2023-07-14 01:00:00,53,27.7,19.3,60.3,0.0,20.2,0,1
2023-07-14 02:00:00,27,26.6,18.8,62.41,0.0,15.8,0,2
2023-07-14 03:00:00,13,26.0,18.3,62.62,0.0,16.1,0,3
2023-07-14 04:00:00,19,24.8,17.9,65.37,0.0,9.3,0,4
2023-07-14 05:00:00,66,24.7,18.4,68.06,0.0,12.4,0,5
2023-07-14 06:00:00,254,24.1,19.3,74.65,0.0,17.7,2,6
2023-07-14 07:00:00,462,24.2,19.4,74.48,0.0,16.0,104,7
2023-07-14 08:00:00,820,24.9,19.4,71.3,0.0,17.9,129,8
2023-07-14 09:00:00,625,26.1,19.4,66.49,0.0,20.2,116,9
2023-07-14 10:00:00,482,27.8,20.0,62.56,0.0,13.2,58,10
2023-07-14 11:00:00,551,29.3,20.0,57.4,0.0,6.5,664,11
2023-07-14 12:00:00,633,30.6,20.7,55.41,0.0,6.0,855,12
2023-07-14 13:00:00,677,31.1,21.1,55.33,0.0,12.6,975,13
2023-07-14 14:00:00,708,31.2,21.5,56.57,0.0,16.0,218,14
2023-07-14 15:00:00,763,32.1,21.1,52.29,0.0,16.0,427,15
2023-07-14 16:00:00,990,31.6,21.6,55.24,0.0,16.4,408,16
2023-07-14 17:00:00,1278,32.0,22.8,58.38,0.0,20.4,149,17
2023-07-14 18:00:00,235,30.5,22.8,63.38,0.0,19.8,0,18
2023-07-14 19:00:00,644,25.6,18.9,66.81,29.545,10.2,109,19
2023-07-14 20:00:00,713,23.3,20.0,81.78,1.702,16.7,24,20
2023-07-14 21:00:00,573,23.1,19.5,80.01,0.0,6.7,0,21
2023-07-14 22:00:00,469,23.1,20.1,83.18,0.0,11.0,0,22
2023-07-14 23:00:00,353,22.6,20.7,88.62,0.0,10.6,0,23
2023-07-15 00:00:00,260,22.7,20.7,88.51,0.0,7.4,0,0
2023-07-15 01:00:00,205,23.1,21.2,88.62,0.0,5.5,0,1
2023-07-15 02:00:00,161,23.1,21.6,91.38,0.0,0.0,0,2
2023-07-15 03:00:00,55,23.0,22.0,93.92,0.0,0.0,0,3
2023-07-15 04:00:00,25,23.0,21.6,91.38,0.0,7.1,0,4
2023-07-15 05:00:00,55,23.0,21.6,91.38,0.0,6.7,0,5
2023-07-15 06:00:00,123,23.1,21.6,91.4,0.0,0.4,5,6
2023-07-15 07:00:00,259,23.6,22.1,91.37,0.0,5.2,86,7
2023-07-15 08:00:00,472,24.9,22.9,89.02,0.0,4.8,159,8
2023-07-15 09:00:00,822,25.5,23.4,88.2,0.0,7.6,198,9
2023-07-15 10:00:00,952,26.0,24.0,88.44,0.0,12.1,236,10
2023-07-15 11:00:00,1024,26.6,24.4,87.99,0.0,9.2,276,11
2023-07-15 12:00:00,1151,27.2,24.4,84.61,0.0,11.3,135,12
2023-07-15 13:00:00,1162,28.3,24.3,78.72,0.0,9.4,701,13
2023-07-15 14:00:00,1019,30.3,24.6,71.58,0.0,13.0,919,14
2023-07-15 15:00:00,1036,30.5,24.9,71.85,0.0,18.5,325,15
2023-07-15 16:00:00,950,31.0,24.3,67.33,0.0,18.0,215,16
2023-07-15 17:00:00,982,30.6,24.2,68.75,0.0,15.2,267,17
2023-07-15 18:00:00,957,30.6,24.3,69.19,0.0,16.5,302,18
2023-07-15 19:00:00,950,29.9,24.3,72.12,0.0,12.4,51,19
